# sequenceName	alias names
chr1	AC_000158.1
chrUn_GJ059798v1	NW_003100543.1
chrUn_GJ059799v1	NW_003100544.1
chrUn_GJ059800v1	NW_003100545.1
chrUn_GJ059801v1	NW_003100546.1
chrUn_GJ059802v1	NW_003100547.1
chrUn_GJ059803v1	NW_003100548.1
chrUn_GJ059804v1	NW_003100549.1
chrUn_GJ059805v1	NW_003100550.1
chrUn_GJ059806v1	NW_003100551.1
chrUn_GJ059807v1	NW_003100552.1
chrUn_GJ059808v1	NW_003100553.1
chrUn_GJ059809v1	NW_003100554.1
chrUn_GJ059810v1	NW_003100555.1
chrUn_GJ059811v1	NW_003100556.1
chrUn_GJ059812v1	NW_003100557.1
chrUn_GJ059813v1	NW_003100558.1
chrUn_GJ059814v1	NW_003100559.1
chrUn_GJ059815v1	NW_003100560.1
chrUn_GJ059816v1	NW_003100561.1
chrUn_GJ059817v1	NW_003100562.1
chrUn_GJ059818v1	NW_003100563.1
chrUn_GJ059819v1	NW_003100564.1
chrUn_GJ059820v1	NW_003100565.1
chrUn_GJ059821v1	NW_003100566.1
chrUn_GJ059822v1	NW_003100567.1
chrUn_GJ059823v1	NW_003100568.1
chrUn_GJ059824v1	NW_003100569.1
chrUn_GJ059825v1	NW_003100570.1
chrUn_GJ059826v1	NW_003100571.1
chrUn_GJ059827v1	NW_003100572.1
chrUn_GJ059828v1	NW_003100573.1
chrUn_GJ059829v1	NW_003100574.1
chrUn_GJ059830v1	NW_003100575.1
chrUn_GJ059831v1	NW_003100576.1
chrUn_GJ059832v1	NW_003100577.1
chrUn_GJ059833v1	NW_003100578.1
chrUn_GJ059834v1	NW_003100579.1
chrUn_GJ059835v1	NW_003100580.1
chrUn_GJ059836v1	NW_003100581.1
chrUn_GJ059837v1	NW_003100582.1
chrUn_GJ059838v1	NW_003100583.1
chrUn_GJ059839v1	NW_003100584.1
chrUn_GJ059840v1	NW_003100585.1
chrUn_GJ059841v1	NW_003100586.1
chrUn_GJ059842v1	NW_003100587.1
chrUn_GJ059843v1	NW_003100588.1
chrUn_GJ059844v1	NW_003100589.1
chrUn_GJ059845v1	NW_003100590.1
chrUn_GJ059846v1	NW_003100591.1
chrUn_GJ059847v1	NW_003100592.1
chrUn_GJ059848v1	NW_003100593.1
chrUn_GJ059849v1	NW_003100594.1
chrUn_GJ059850v1	NW_003100595.1
chrUn_GJ059851v1	NW_003100596.1
chrUn_GJ059852v1	NW_003100597.1
chrUn_GJ059853v1	NW_003100598.1
chrUn_GJ059854v1	NW_003100599.1
chrUn_GJ059855v1	NW_003100600.1
chrUn_GJ059856v1	NW_003100601.1
chrUn_GJ059857v1	NW_003100602.1
chrUn_GJ059858v1	NW_003100603.1
chrUn_GJ059859v1	NW_003100604.1
chrUn_GJ059860v1	NW_003100605.1
chrUn_GJ059861v1	NW_003100606.1
chrUn_GJ059862v1	NW_003100607.1
chrUn_GJ059863v1	NW_003100608.1
chrUn_GJ059864v1	NW_003100609.1
chrUn_GJ059865v1	NW_003100610.1
chrUn_GJ059866v1	NW_003100611.1
chrUn_GJ059867v1	NW_003100612.1
chrUn_GJ059868v1	NW_003100613.1
chrUn_GJ059869v1	NW_003100614.1
chrUn_GJ059870v1	NW_003100615.1
chrUn_GJ059871v1	NW_003100616.1
chrUn_GJ059872v1	NW_003100617.1
chrUn_GJ059873v1	NW_003100618.1
chrUn_GJ059874v1	NW_003100619.1
chrUn_GJ059875v1	NW_003100620.1
chrUn_GJ059876v1	NW_003100621.1
chrUn_GJ059877v1	NW_003100622.1
chrUn_GJ059878v1	NW_003100623.1
chrUn_GJ059879v1	NW_003100624.1
chrUn_GJ059880v1	NW_003100625.1
chrUn_GJ059881v1	NW_003100626.1
chrUn_GJ059882v1	NW_003100627.1
chrUn_GJ059883v1	NW_003100628.1
chrUn_GJ059884v1	NW_003100629.1
chrUn_GJ059885v1	NW_003100630.1
chrUn_GJ059886v1	NW_003100631.1
chrUn_GJ059887v1	NW_003100632.1
chrUn_GJ059888v1	NW_003100633.1
chrUn_GJ059889v1	NW_003100634.1
chrUn_GJ059890v1	NW_003100635.1
chrUn_GJ059891v1	NW_003100636.1
chrUn_GJ059892v1	NW_003100637.1
chrUn_GJ059893v1	NW_003100638.1
chrUn_GJ059894v1	NW_003100639.1
chrUn_GJ059895v1	NW_003100640.1
chrUn_GJ059896v1	NW_003100641.1
chrUn_GJ059897v1	NW_003100642.1
chrUn_GJ059898v1	NW_003100643.1
chrUn_GJ059899v1	NW_003100644.1
chrUn_GJ059900v1	NW_003100645.1
chrUn_GJ059901v1	NW_003100646.1
chrUn_GJ059902v1	NW_003100647.1
chrUn_GJ059903v1	NW_003100648.1
chrUn_GJ059904v1	NW_003100649.1
chrUn_GJ059905v1	NW_003100650.1
chrUn_GJ059906v1	NW_003100651.1
chrUn_GJ059907v1	NW_003100652.1
chrUn_GJ059908v1	NW_003100653.1
chrUn_GJ059909v1	NW_003100654.1
chrUn_GJ059910v1	NW_003100655.1
chrUn_GJ059911v1	NW_003100656.1
chrUn_GJ059912v1	NW_003100657.1
chrUn_GJ059913v1	NW_003100658.1
chrUn_GJ059914v1	NW_003100659.1
chrUn_GJ059915v1	NW_003100660.1
chrUn_GJ059916v1	NW_003100661.1
chrUn_GJ059917v1	NW_003100662.1
chrUn_GJ059918v1	NW_003100663.1
chrUn_GJ059919v1	NW_003100664.1
chrUn_GJ059920v1	NW_003100665.1
chrUn_GJ059921v1	NW_003100666.1
chrUn_GJ059922v1	NW_003100667.1
chrUn_GJ059923v1	NW_003100668.1
chrUn_GJ059924v1	NW_003100669.1
chrUn_GJ059925v1	NW_003100670.1
chrUn_GJ059926v1	NW_003100671.1
chrUn_GJ059927v1	NW_003100672.1
chrUn_GJ059928v1	NW_003100673.1
chrUn_GJ059929v1	NW_003100674.1
chrUn_GJ059930v1	NW_003100675.1
chrUn_GJ059931v1	NW_003100676.1
chrUn_GJ059932v1	NW_003100677.1
chrUn_GJ059933v1	NW_003100678.1
chrUn_GJ059934v1	NW_003100679.1
chrUn_GJ059935v1	NW_003100680.1
chrUn_GJ059936v1	NW_003100681.1
chrUn_GJ059937v1	NW_003100682.1
chrUn_GJ059938v1	NW_003100683.1
chrUn_GJ059939v1	NW_003100684.1
chrUn_GJ059940v1	NW_003100685.1
chrUn_GJ059941v1	NW_003100686.1
chrUn_GJ059942v1	NW_003100687.1
chrUn_GJ059943v1	NW_003100688.1
chrUn_GJ059944v1	NW_003100689.1
chrUn_GJ059945v1	NW_003100690.1
chrUn_GJ059946v1	NW_003100691.1
chrUn_GJ059947v1	NW_003100692.1
chrUn_GJ059948v1	NW_003100693.1
chrUn_GJ059949v1	NW_003100694.1
chrUn_GJ059950v1	NW_003100695.1
chrUn_GJ059951v1	NW_003100696.1
chrUn_GJ059952v1	NW_003100697.1
chrUn_GJ059953v1	NW_003100698.1
chrUn_GJ059954v1	NW_003100699.1
chrUn_GJ059955v1	NW_003100700.1
chrUn_GJ059956v1	NW_003100701.1
chrUn_GJ059957v1	NW_003100702.1
chrUn_GJ059958v1	NW_003100703.1
chrUn_GJ059959v1	NW_003100704.1
chrUn_GJ059960v1	NW_003100705.1
chrUn_GJ059961v1	NW_003100706.1
chrUn_GJ059962v1	NW_003100707.1
chrUn_GJ059963v1	NW_003100708.1
chrUn_GJ059964v1	NW_003100709.1
chrUn_GJ059965v1	NW_003100710.1
chrUn_GJ059966v1	NW_003100711.1
chrUn_GJ059967v1	NW_003100712.1
chrUn_GJ059968v1	NW_003100713.1
chrUn_GJ059969v1	NW_003100714.1
chrUn_GJ059970v1	NW_003100715.1
chrUn_GJ059971v1	NW_003100716.1
chrUn_GJ059972v1	NW_003100717.1
chrUn_GJ059973v1	NW_003100718.1
chrUn_GJ059974v1	NW_003100719.1
chrUn_GJ059975v1	NW_003100720.1
chrUn_GJ059976v1	NW_003100721.1
chrUn_GJ059977v1	NW_003100722.1
chrUn_GJ059978v1	NW_003100723.1
chrUn_GJ059979v1	NW_003100724.1
chrUn_GJ059980v1	NW_003100725.1
chrUn_GJ059981v1	NW_003100726.1
chrUn_GJ059982v1	NW_003100727.1
chrUn_GJ059983v1	NW_003100728.1
chrUn_GJ059984v1	NW_003100729.1
chrUn_GJ059985v1	NW_003100730.1
chrUn_GJ059986v1	NW_003100731.1
chrUn_GJ059987v1	NW_003100732.1
chrUn_GJ059988v1	NW_003100733.1
chrUn_GJ059989v1	NW_003100734.1
chrUn_GJ059990v1	NW_003100735.1
chrUn_GJ059991v1	NW_003100736.1
chrUn_GJ059992v1	NW_003100737.1
chrUn_GJ059993v1	NW_003100738.1
chrUn_GJ059994v1	NW_003100739.1
chrUn_GJ059995v1	NW_003100740.1
chrUn_GJ059996v1	NW_003100741.1
chrUn_GJ059997v1	NW_003100742.1
chrUn_GJ059998v1	NW_003100743.1
chrUn_GJ059999v1	NW_003100744.1
chrUn_GJ060000v1	NW_003100745.1
chrUn_GJ060001v1	NW_003100746.1
chrUn_GJ060002v1	NW_003100747.1
chrUn_GJ060003v1	NW_003100748.1
chrUn_GJ060004v1	NW_003100749.1
chrUn_GJ060005v1	NW_003100750.1
chrUn_GJ060006v1	NW_003100751.1
chrUn_GJ060007v1	NW_003100752.1
chrUn_GJ060008v1	NW_003100753.1
chrUn_GJ060009v1	NW_003100754.1
chrUn_GJ060010v1	NW_003100755.1
chrUn_GJ060011v1	NW_003100756.1
chrUn_GJ060012v1	NW_003100757.1
chrUn_GJ060013v1	NW_003100758.1
chrUn_GJ060014v1	NW_003100759.1
chrUn_GJ060015v1	NW_003100760.1
chrUn_GJ060016v1	NW_003100761.1
chrUn_GJ060017v1	NW_003100762.1
chrUn_GJ060018v1	NW_003100763.1
chrUn_GJ060019v1	NW_003100764.1
chrUn_GJ060020v1	NW_003100765.1
chrUn_GJ060021v1	NW_003100766.1
chrUn_GJ060022v1	NW_003100767.1
chrUn_GJ060023v1	NW_003100768.1
chrUn_GJ060024v1	NW_003100769.1
chrUn_GJ060025v1	NW_003100770.1
chrUn_GJ060026v1	NW_003100771.1
chrUn_GJ060027v1	NW_003100772.1
chrUn_GJ060028v1	NW_003100773.1
chrUn_GJ060029v1	NW_003100774.1
chrUn_GJ060030v1	NW_003100775.1
chrUn_GJ060031v1	NW_003100776.1
chrUn_GJ060032v1	NW_003100777.1
chrUn_GJ060033v1	NW_003100778.1
chrUn_GJ060034v1	NW_003100779.1
chrUn_GJ060035v1	NW_003100780.1
chrUn_GJ060036v1	NW_003100781.1
chrUn_GJ060037v1	NW_003100782.1
chrUn_GJ060038v1	NW_003100783.1
chrUn_GJ060039v1	NW_003100784.1
chrUn_GJ060040v1	NW_003100785.1
chrUn_GJ060041v1	NW_003100786.1
chrUn_GJ060042v1	NW_003100787.1
chrUn_GJ060043v1	NW_003100788.1
chrUn_GJ060044v1	NW_003100789.1
chrUn_GJ060045v1	NW_003100790.1
chrUn_GJ060046v1	NW_003100791.1
chrUn_GJ060047v1	NW_003100792.1
chrUn_GJ060048v1	NW_003100793.1
chrUn_GJ060049v1	NW_003100794.1
chrUn_GJ060050v1	NW_003100795.1
chrUn_GJ060051v1	NW_003100796.1
chrUn_GJ060052v1	NW_003100797.1
chrUn_GJ060053v1	NW_003100798.1
chrUn_GJ060054v1	NW_003100799.1
chrUn_GJ060055v1	NW_003100800.1
chrUn_GJ060056v1	NW_003100801.1
chrUn_GJ060057v1	NW_003100802.1
chrUn_GJ060058v1	NW_003100803.1
chrUn_GJ060059v1	NW_003100804.1
chrUn_GJ060060v1	NW_003100805.1
chrUn_GJ060061v1	NW_003100806.1
chrUn_GJ060062v1	NW_003100807.1
chrUn_GJ060063v1	NW_003100808.1
chrUn_GJ060064v1	NW_003100809.1
chrUn_GJ060065v1	NW_003100810.1
chrUn_GJ060066v1	NW_003100811.1
chrUn_GJ060067v1	NW_003100812.1
chrUn_GJ060068v1	NW_003100813.1
chrUn_GJ060069v1	NW_003100814.1
chrUn_GJ060070v1	NW_003100815.1
chrUn_GJ060071v1	NW_003100816.1
chrUn_GJ060072v1	NW_003100817.1
chrUn_GJ060073v1	NW_003100818.1
chrUn_GJ060074v1	NW_003100819.1
chrUn_GJ060075v1	NW_003100820.1
chrUn_GJ060076v1	NW_003100821.1
chrUn_GJ060077v1	NW_003100822.1
chrUn_GJ060078v1	NW_003100823.1
chrUn_GJ060079v1	NW_003100824.1
chrUn_GJ060080v1	NW_003100825.1
chrUn_GJ060081v1	NW_003100826.1
chrUn_GJ060082v1	NW_003100827.1
chrUn_GJ060083v1	NW_003100828.1
chrUn_GJ060084v1	NW_003100829.1
chrUn_GJ060085v1	NW_003100830.1
chrUn_GJ060086v1	NW_003100831.1
chrUn_GJ060087v1	NW_003100832.1
chrUn_GJ060088v1	NW_003100833.1
chrUn_GJ060089v1	NW_003100834.1
chrUn_GJ060090v1	NW_003100835.1
chrUn_GJ060091v1	NW_003100836.1
chrUn_GJ060092v1	NW_003100837.1
chrUn_GJ060093v1	NW_003100838.1
chrUn_GJ060094v1	NW_003100839.1
chrUn_GJ060095v1	NW_003100840.1
chrUn_GJ060096v1	NW_003100841.1
chrUn_GJ060097v1	NW_003100842.1
chrUn_GJ060098v1	NW_003100843.1
chrUn_GJ060099v1	NW_003100844.1
chrUn_GJ060100v1	NW_003100845.1
chrUn_GJ060101v1	NW_003100846.1
chrUn_GJ060102v1	NW_003100847.1
chrUn_GJ060103v1	NW_003100848.1
chrUn_GJ060104v1	NW_003100849.1
chrUn_GJ060105v1	NW_003100850.1
chrUn_GJ060106v1	NW_003100851.1
chrUn_GJ060107v1	NW_003100852.1
chrUn_GJ060108v1	NW_003100853.1
chrUn_GJ060109v1	NW_003100854.1
chrUn_GJ060110v1	NW_003100855.1
chrUn_GJ060111v1	NW_003100856.1
chrUn_GJ060112v1	NW_003100857.1
chrUn_GJ060113v1	NW_003100858.1
chrUn_GJ060114v1	NW_003100859.1
chrUn_GJ060115v1	NW_003100860.1
chrUn_GJ060116v1	NW_003100861.1
chrUn_GJ060117v1	NW_003100862.1
chrUn_GJ060118v1	NW_003100863.1
chrUn_GJ060119v1	NW_003100864.1
chrUn_GJ060120v1	NW_003100865.1
chrUn_GJ060121v1	NW_003100866.1
chrUn_GJ060122v1	NW_003100867.1
chrUn_GJ060123v1	NW_003100868.1
chrUn_GJ060124v1	NW_003100869.1
chrUn_GJ060125v1	NW_003100870.1
chrUn_GJ060126v1	NW_003100871.1
chrUn_GJ060127v1	NW_003100872.1
chrUn_GJ060128v1	NW_003100873.1
chrUn_GJ060129v1	NW_003100874.1
chrUn_GJ060130v1	NW_003100875.1
chrUn_GJ060131v1	NW_003100876.1
chrUn_GJ060132v1	NW_003100877.1
chrUn_GJ060133v1	NW_003100878.1
chrUn_GJ060134v1	NW_003100879.1
chrUn_GJ060135v1	NW_003100880.1
chrUn_GJ060136v1	NW_003100881.1
chrUn_GJ060137v1	NW_003100882.1
chrUn_GJ060138v1	NW_003100883.1
chrUn_GJ060139v1	NW_003100884.1
chrUn_GJ060140v1	NW_003100885.1
chrUn_GJ060141v1	NW_003100886.1
chrUn_GJ060142v1	NW_003100887.1
chrUn_GJ060143v1	NW_003100888.1
chrUn_GJ060144v1	NW_003100889.1
chrUn_GJ060145v1	NW_003100890.1
chrUn_GJ060146v1	NW_003100891.1
chrUn_GJ060147v1	NW_003100892.1
chrUn_GJ060148v1	NW_003100893.1
chrUn_GJ060149v1	NW_003100894.1
chrUn_GJ060150v1	NW_003100895.1
chrUn_GJ060151v1	NW_003100896.1
chrUn_GJ060152v1	NW_003100897.1
chrUn_GJ060153v1	NW_003100898.1
chrUn_GJ060154v1	NW_003100899.1
chrUn_GJ060155v1	NW_003100900.1
chrUn_GJ060156v1	NW_003100901.1
chrUn_GJ060157v1	NW_003100902.1
chrUn_GJ060158v1	NW_003100903.1
chrUn_GJ060159v1	NW_003100904.1
chrUn_GJ060160v1	NW_003100905.1
chrUn_GJ060161v1	NW_003100906.1
chrUn_GJ060162v1	NW_003100907.1
chrUn_GJ060163v1	NW_003100908.1
chrUn_GJ060164v1	NW_003100909.1
chrUn_GJ060165v1	NW_003100910.1
chrUn_GJ060166v1	NW_003100911.1
chrUn_GJ060167v1	NW_003100912.1
chrUn_GJ060168v1	NW_003100913.1
chrUn_GJ060169v1	NW_003100914.1
chrUn_GJ060170v1	NW_003100915.1
chrUn_GJ060171v1	NW_003100916.1
chrUn_GJ060172v1	NW_003100917.1
chrUn_GJ060173v1	NW_003100918.1
chrUn_GJ060174v1	NW_003100919.1
chrUn_GJ060175v1	NW_003100920.1
chrUn_GJ060176v1	NW_003100921.1
chrUn_GJ060177v1	NW_003100922.1
chrUn_GJ060178v1	NW_003100923.1
chrUn_GJ060179v1	NW_003100924.1
chrUn_GJ060180v1	NW_003100925.1
chrUn_GJ060181v1	NW_003100926.1
chrUn_GJ060182v1	NW_003100927.1
chrUn_GJ060183v1	NW_003100928.1
chrUn_GJ060184v1	NW_003100929.1
chrUn_GJ060185v1	NW_003100930.1
chrUn_GJ060186v1	NW_003100931.1
chrUn_GJ060187v1	NW_003100932.1
chrUn_GJ060188v1	NW_003100933.1
chrUn_GJ060189v1	NW_003100934.1
chrUn_GJ060190v1	NW_003100935.1
chrUn_GJ060191v1	NW_003100936.1
chrUn_GJ060192v1	NW_003100937.1
chrUn_GJ060193v1	NW_003100938.1
chrUn_GJ060194v1	NW_003100939.1
chrUn_GJ060195v1	NW_003100940.1
chrUn_GJ060196v1	NW_003100941.1
chrUn_GJ060197v1	NW_003100942.1
chrUn_GJ060198v1	NW_003100943.1
chrUn_GJ060199v1	NW_003100944.1
chrUn_GJ060200v1	NW_003100945.1
chrUn_GJ060201v1	NW_003100946.1
chrUn_GJ060202v1	NW_003100947.1
chrUn_GJ060203v1	NW_003100948.1
chrUn_GJ060204v1	NW_003100949.1
chrUn_GJ060205v1	NW_003100950.1
chrUn_GJ060206v1	NW_003100951.1
chrUn_GJ060207v1	NW_003100952.1
chrUn_GJ060208v1	NW_003100953.1
chrUn_GJ060209v1	NW_003100954.1
chrUn_GJ060210v1	NW_003100955.1
chrUn_GJ060211v1	NW_003100956.1
chrUn_GJ060212v1	NW_003100957.1
chrUn_GJ060213v1	NW_003100958.1
chrUn_GJ060214v1	NW_003100959.1
chrUn_GJ060215v1	NW_003100960.1
chrUn_GJ060216v1	NW_003100961.1
chrUn_GJ060217v1	NW_003100962.1
chrUn_GJ060218v1	NW_003100963.1
chrUn_GJ060219v1	NW_003100964.1
chrUn_GJ060220v1	NW_003100965.1
chrUn_GJ060221v1	NW_003100966.1
chrUn_GJ060222v1	NW_003100967.1
chrUn_GJ060223v1	NW_003100968.1
chrUn_GJ060224v1	NW_003100969.1
chrUn_GJ060225v1	NW_003100970.1
chrUn_GJ060226v1	NW_003100971.1
chrUn_GJ060227v1	NW_003100972.1
chrUn_GJ060228v1	NW_003100973.1
chrUn_GJ060229v1	NW_003100974.1
chrUn_GJ060230v1	NW_003100975.1
chrUn_GJ060231v1	NW_003100976.1
chrUn_GJ060232v1	NW_003100977.1
chrUn_GJ060233v1	NW_003100978.1
chrUn_GJ060234v1	NW_003100979.1
chrUn_GJ060235v1	NW_003100980.1
chrUn_GJ060236v1	NW_003100981.1
chrUn_GJ060237v1	NW_003100982.1
chrUn_GJ060238v1	NW_003100983.1
chrUn_GJ060239v1	NW_003100984.1
chrUn_GJ060240v1	NW_003100985.1
chrUn_GJ060241v1	NW_003100986.1
chrUn_GJ060242v1	NW_003100987.1
chrUn_GJ060243v1	NW_003100988.1
chrUn_GJ060244v1	NW_003100989.1
chrUn_GJ060245v1	NW_003100990.1
chrUn_GJ060246v1	NW_003100991.1
chrUn_GJ060247v1	NW_003100992.1
chrUn_GJ060248v1	NW_003100993.1
chrUn_GJ060249v1	NW_003100994.1
chrUn_GJ060250v1	NW_003100995.1
chrUn_GJ060251v1	NW_003100996.1
chrUn_GJ060252v1	NW_003100997.1
chrUn_GJ060253v1	NW_003100998.1
chrUn_GJ060254v1	NW_003100999.1
chrUn_GJ060255v1	NW_003101000.1
chrUn_GJ060256v1	NW_003101001.1
chrUn_GJ060257v1	NW_003101002.1
chrUn_GJ060258v1	NW_003101003.1
chrUn_GJ060259v1	NW_003101004.1
chrUn_GJ060260v1	NW_003101005.1
chrUn_GJ060261v1	NW_003101006.1
chrUn_GJ060262v1	NW_003101007.1
chrUn_GJ060263v1	NW_003101008.1
chrUn_GJ060264v1	NW_003101009.1
chrUn_GJ060265v1	NW_003101010.1
chrUn_GJ060266v1	NW_003101011.1
chrUn_GJ060267v1	NW_003101012.1
chrUn_GJ060268v1	NW_003101013.1
chrUn_GJ060269v1	NW_003101014.1
chrUn_GJ060270v1	NW_003101015.1
chrUn_GJ060271v1	NW_003101016.1
chrUn_GJ060272v1	NW_003101017.1
chrUn_GJ060273v1	NW_003101018.1
chrUn_GJ060274v1	NW_003101019.1
chrUn_GJ060275v1	NW_003101020.1
chrUn_GJ060276v1	NW_003101021.1
chrUn_GJ060277v1	NW_003101022.1
chrUn_GJ060278v1	NW_003101023.1
chrUn_GJ060279v1	NW_003101024.1
chrUn_GJ060280v1	NW_003101025.1
chrUn_GJ060281v1	NW_003101026.1
chrUn_GJ060282v1	NW_003101027.1
chrUn_GJ060283v1	NW_003101028.1
chrUn_GJ060284v1	NW_003101029.1
chrUn_GJ060285v1	NW_003101030.1
chrUn_GJ060286v1	NW_003101031.1
chrUn_GJ060287v1	NW_003101032.1
chrUn_GJ060288v1	NW_003101033.1
chrUn_GJ060289v1	NW_003101034.1
chrUn_GJ060290v1	NW_003101035.1
chrUn_GJ060291v1	NW_003101036.1
chrUn_GJ060292v1	NW_003101037.1
chrUn_GJ060293v1	NW_003101038.1
chrUn_GJ060294v1	NW_003101039.1
chrUn_GJ060295v1	NW_003101040.1
chrUn_GJ060296v1	NW_003101041.1
chrUn_GJ060297v1	NW_003101042.1
chrUn_GJ060298v1	NW_003101043.1
chrUn_GJ060299v1	NW_003101044.1
chrUn_GJ060300v1	NW_003101045.1
chrUn_GJ060301v1	NW_003101046.1
chrUn_GJ060302v1	NW_003101047.1
chrUn_GJ060303v1	NW_003101048.1
chrUn_GJ060304v1	NW_003101049.1
chrUn_GJ060305v1	NW_003101050.1
chrUn_GJ060306v1	NW_003101051.1
chrUn_GJ060307v1	NW_003101052.1
chrUn_GJ060308v1	NW_003101053.1
chrUn_GJ060309v1	NW_003101054.1
chrUn_GJ060310v1	NW_003101055.1
chrUn_GJ060311v1	NW_003101056.1
chrUn_GJ060312v1	NW_003101057.1
chrUn_GJ060313v1	NW_003101058.1
chrUn_GJ060314v1	NW_003101059.1
chrUn_GJ060315v1	NW_003101060.1
chrUn_GJ060316v1	NW_003101061.1
chrUn_GJ060317v1	NW_003101062.1
chrUn_GJ060318v1	NW_003101063.1
chrUn_GJ060319v1	NW_003101064.1
chrUn_GJ060320v1	NW_003101065.1
chrUn_GJ060321v1	NW_003101066.1
chrUn_GJ060322v1	NW_003101067.1
chrUn_GJ060323v1	NW_003101068.1
chrUn_GJ060324v1	NW_003101069.1
chrUn_GJ060325v1	NW_003101070.1
chrUn_GJ060326v1	NW_003101071.1
chrUn_GJ060327v1	NW_003101072.1
chrUn_GJ060328v1	NW_003101073.1
chrUn_GJ060329v1	NW_003101074.1
chrUn_GJ060330v1	NW_003101075.1
chrUn_GJ060331v1	NW_003101076.1
chrUn_GJ060332v1	NW_003101077.1
chrUn_GJ060333v1	NW_003101078.1
chrUn_GJ060334v1	NW_003101079.1
chrUn_GJ060335v1	NW_003101080.1
chrUn_GJ060336v1	NW_003101081.1
chrUn_GJ060337v1	NW_003101082.1
chrUn_GJ060338v1	NW_003101083.1
chrUn_GJ060339v1	NW_003101084.1
chrUn_GJ060340v1	NW_003101085.1
chrUn_GJ060341v1	NW_003101086.1
chrUn_GJ060342v1	NW_003101087.1
chrUn_GJ060343v1	NW_003101088.1
chrUn_GJ060344v1	NW_003101089.1
chrUn_GJ060345v1	NW_003101090.1
chrUn_GJ060346v1	NW_003101091.1
chrUn_GJ060347v1	NW_003101092.1
chrUn_GJ060348v1	NW_003101093.1
chrUn_GJ060349v1	NW_003101094.1
chrUn_GJ060350v1	NW_003101095.1
chrUn_GJ060351v1	NW_003101096.1
chrUn_GJ060352v1	NW_003101097.1
chrUn_GJ060353v1	NW_003101098.1
chrUn_GJ060354v1	NW_003101099.1
chrUn_GJ060355v1	NW_003101100.1
chrUn_GJ060356v1	NW_003101101.1
chrUn_GJ060357v1	NW_003101102.1
chrUn_GJ060358v1	NW_003101103.1
chrUn_GJ060359v1	NW_003101104.1
chrUn_GJ060360v1	NW_003101105.1
chrUn_GJ060361v1	NW_003101106.1
chrUn_GJ060362v1	NW_003101107.1
chrUn_GJ060363v1	NW_003101108.1
chrUn_GJ060364v1	NW_003101109.1
chrUn_GJ060365v1	NW_003101110.1
chrUn_GJ060366v1	NW_003101111.1
chrUn_GJ060367v1	NW_003101112.1
chrUn_GJ060368v1	NW_003101113.1
chrUn_GJ060369v1	NW_003101114.1
chrUn_GJ060370v1	NW_003101115.1
chrUn_GJ060371v1	NW_003101116.1
chrUn_GJ060372v1	NW_003101117.1
chrUn_GJ060373v1	NW_003101118.1
chrUn_GJ060374v1	NW_003101119.1
chrUn_GJ060375v1	NW_003101120.1
chrUn_GJ060376v1	NW_003101121.1
chrUn_GJ060377v1	NW_003101122.1
chrUn_GJ060378v1	NW_003101123.1
chrUn_GJ060379v1	NW_003101124.1
chrUn_GJ060380v1	NW_003101125.1
chrUn_GJ060381v1	NW_003101126.1
chrUn_GJ060382v1	NW_003101127.1
chrUn_GJ060383v1	NW_003101128.1
chrUn_GJ060384v1	NW_003101129.1
chrUn_GJ060385v1	NW_003101130.1
chrUn_GJ060386v1	NW_003101131.1
chrUn_GJ060387v1	NW_003101132.1
chrUn_GJ060388v1	NW_003101133.1
chrUn_GJ060389v1	NW_003101134.1
chrUn_GJ060390v1	NW_003101135.1
chrUn_GJ060391v1	NW_003101136.1
chrUn_GJ060392v1	NW_003101137.1
chrUn_GJ060393v1	NW_003101138.1
chrUn_GJ060394v1	NW_003101139.1
chrUn_GJ060395v1	NW_003101140.1
chrUn_GJ060396v1	NW_003101141.1
chrUn_GJ060397v1	NW_003101142.1
chrUn_GJ060398v1	NW_003101143.1
chrUn_GJ060399v1	NW_003101144.1
chrUn_GJ060400v1	NW_003101145.1
chrUn_GJ060401v1	NW_003101146.1
chrUn_GJ060402v1	NW_003101147.1
chrUn_GJ060403v1	NW_003101148.1
chrUn_GJ060404v1	NW_003101149.1
chrUn_GJ060405v1	NW_003101150.1
chrUn_GJ060406v1	NW_003101151.1
chrUn_GJ060407v1	NW_003101152.1
chrUn_GJ060408v1	NW_003101153.1
chrUn_GJ060409v1	NW_003101154.1
chrUn_GJ060410v1	NW_003101155.1
chrUn_GJ060411v1	NW_003101156.1
chrUn_GJ060412v1	NW_003101157.1
chrUn_GJ060413v1	NW_003101158.1
chrUn_GJ060414v1	NW_003101159.1
chrUn_GJ060415v1	NW_003101160.1
chrUn_GJ060416v1	NW_003101161.1
chrUn_GJ060417v1	NW_003101162.1
chrUn_GJ060418v1	NW_003101163.1
chrUn_GJ060419v1	NW_003101164.1
chrUn_GJ060420v1	NW_003101165.1
chrUn_GJ060421v1	NW_003101166.1
chrUn_GJ060422v1	NW_003101167.1
chrX	AC_000187.1
