TfName,GeneName,Family,UniProt,Source,TaxGroup,Species
ETV2_MOUSE.H11MO.0.A,Etv2,Ets-related factors,P41163,ChIP-Seq,vertebrates,Mus musculus
ETV4_MOUSE.H11MO.0.B,Etv4,Ets-related factors,P28322,Integrative,vertebrates,Mus musculus
ETV5_MOUSE.H11MO.0.D,Etv5,Ets-related factors,Q9CXC9,ChIP-Seq,vertebrates,Mus musculus
ETV6_MOUSE.H11MO.0.C,Etv6,Ets-related factors,P97360,ChIP-Seq,vertebrates,Mus musculus
EVI1_MOUSE.H11MO.0.B,Mecom,Factors with multiple dispersed zinc fingers,P14404,Integrative,vertebrates,Mus musculus
FEV_MOUSE.H11MO.0.B,Fev,Ets-related factors,Q8QZW2,ChIP-Seq,vertebrates,Mus musculus
FLI1_MOUSE.H11MO.0.A,Fli1,Ets-related factors,P26323,ChIP-Seq,vertebrates,Mus musculus
FLI1_MOUSE.H11MO.1.A,Fli1,Ets-related factors,P26323,ChIP-Seq,vertebrates,Mus musculus
FOSB_MOUSE.H11MO.0.A,Fosb,Fos-related factors,P13346,ChIP-Seq,vertebrates,Mus musculus
FOSL1_MOUSE.H11MO.0.A,Fosl1,Fos-related factors,P48755,ChIP-Seq,vertebrates,Mus musculus
FOSL2_MOUSE.H11MO.0.A,Fosl2,Fos-related factors,P47930,ChIP-Seq,vertebrates,Mus musculus
FOS_MOUSE.H11MO.0.A,Fos,Fos-related factors,P01101,ChIP-Seq,vertebrates,Mus musculus
FOXA1_MOUSE.H11MO.0.A,Foxa1,Forkhead box (FOX) factors,P35582,ChIP-Seq,vertebrates,Mus musculus
FOXA2_MOUSE.H11MO.0.A,Foxa2,Forkhead box (FOX) factors,P35583,ChIP-Seq,vertebrates,Mus musculus
FOXA3_MOUSE.H11MO.0.A,Foxa3,Forkhead box (FOX) factors,P35584,ChIP-Seq,vertebrates,Mus musculus
FOXC1_MOUSE.H11MO.0.C,Foxc1,Forkhead box (FOX) factors,Q61572,Integrative,vertebrates,Mus musculus
FOXC2_MOUSE.H11MO.0.D,Foxc2,Forkhead box (FOX) factors,Q61850,Integrative,vertebrates,Mus musculus
FOXD1_MOUSE.H11MO.0.D,Foxd1,,Q61345,Integrative,vertebrates,Mus musculus
FOXD3_MOUSE.H11MO.0.C,Foxd3,Forkhead box (FOX) factors,Q61060,ChIP-Seq,vertebrates,Mus musculus
FOXF1_MOUSE.H11MO.0.D,Foxf1,Forkhead box (FOX) factors,Q61080,Integrative,vertebrates,Mus musculus
FOXF2_MOUSE.H11MO.0.D,Foxf2,Forkhead box (FOX) factors,O54743,Integrative,vertebrates,Mus musculus
FOXI1_MOUSE.H11MO.0.B,Foxi1,Forkhead box (FOX) factors,Q922I5,Integrative,vertebrates,Mus musculus
FOXJ2_MOUSE.H11MO.0.C,Foxj2,Forkhead box (FOX) factors,Q9ES18,Integrative,vertebrates,Mus musculus
FOXJ3_MOUSE.H11MO.0.A,Foxj3,Forkhead box (FOX) factors,Q8BUR3,Integrative,vertebrates,Mus musculus
FOXJ3_MOUSE.H11MO.1.B,Foxj3,Forkhead box (FOX) factors,Q8BUR3,Integrative,vertebrates,Mus musculus
FOXK1_MOUSE.H11MO.0.A,Foxk1,Forkhead box (FOX) factors,P42128,ChIP-Seq,vertebrates,Mus musculus
FOXL2_MOUSE.H11MO.0.C,Foxl2,Forkhead box (FOX) factors,O88470,ChIP-Seq,vertebrates,Mus musculus
FOXM1_MOUSE.H11MO.0.B,Foxm1,Forkhead box (FOX) factors,O08696,ChIP-Seq,vertebrates,Mus musculus
FOXO1_MOUSE.H11MO.0.A,Foxo1,Forkhead box (FOX) factors,Q9R1E0,ChIP-Seq,vertebrates,Mus musculus
FOXO3_MOUSE.H11MO.0.B,Foxo3,Forkhead box (FOX) factors,Q9WVH4,ChIP-Seq,vertebrates,Mus musculus
FOXO4_MOUSE.H11MO.0.C,Foxo4,Forkhead box (FOX) factors,Q9WVH3,Integrative,vertebrates,Mus musculus
FOXP2_MOUSE.H11MO.0.A,Foxp2,Forkhead box (FOX) factors,P58463,Integrative,vertebrates,Mus musculus
FOXP3_MOUSE.H11MO.0.D,Foxp3,Forkhead box (FOX) factors,Q99JB6,Integrative,vertebrates,Mus musculus
FOXQ1_MOUSE.H11MO.0.C,Foxq1,Forkhead box (FOX) factors,O70220,Integrative,vertebrates,Mus musculus
FUBP1_MOUSE.H11MO.0.D,Fubp1,,Q91WJ8,Integrative,vertebrates,Mus musculus
GABPA_MOUSE.H11MO.0.A,Gabpa,Ets-related factors,Q00422,ChIP-Seq,vertebrates,Mus musculus
GATA1_MOUSE.H11MO.0.A,Gata1,GATA-type zinc fingers,P17679,ChIP-Seq,vertebrates,Mus musculus
GATA1_MOUSE.H11MO.1.A,Gata1,GATA-type zinc fingers,P17679,ChIP-Seq,vertebrates,Mus musculus
GATA2_MOUSE.H11MO.0.A,Gata2,GATA-type zinc fingers,O09100,ChIP-Seq,vertebrates,Mus musculus
GATA3_MOUSE.H11MO.0.A,Gata3,GATA-type zinc fingers,P23772,ChIP-Seq,vertebrates,Mus musculus
GATA4_MOUSE.H11MO.0.A,Gata4,GATA-type zinc fingers,Q08369,ChIP-Seq,vertebrates,Mus musculus
GATA5_MOUSE.H11MO.0.D,Gata5,GATA-type zinc fingers,P97489,Integrative,vertebrates,Mus musculus
GATA6_MOUSE.H11MO.0.A,Gata6,GATA-type zinc fingers,Q61169,ChIP-Seq,vertebrates,Mus musculus
GCM1_MOUSE.H11MO.0.D,Gcm1,GCM factors,P70348,Integrative,vertebrates,Mus musculus
GCR_MOUSE.H11MO.0.A,Nr3c1,Steroid hormone receptors (NR3),P06537,ChIP-Seq,vertebrates,Mus musculus
GCR_MOUSE.H11MO.1.A,Nr3c1,Steroid hormone receptors (NR3),P06537,ChIP-Seq,vertebrates,Mus musculus
GFI1B_MOUSE.H11MO.0.A,Gfi1b,More than 3 adjacent zinc finger factors,O70237,ChIP-Seq,vertebrates,Mus musculus
GFI1_MOUSE.H11MO.0.C,Gfi1,More than 3 adjacent zinc finger factors,P70338,Integrative,vertebrates,Mus musculus
GLI1_MOUSE.H11MO.0.C,Gli1,More than 3 adjacent zinc finger factors,P47806,ChIP-Seq,vertebrates,Mus musculus
GLI2_MOUSE.H11MO.0.D,Gli2,More than 3 adjacent zinc finger factors,Q0VGT2,Integrative,vertebrates,Mus musculus
GLI3_MOUSE.H11MO.0.D,Gli3,More than 3 adjacent zinc finger factors,Q61602,ChIP-Seq,vertebrates,Mus musculus
GLIS3_MOUSE.H11MO.0.D,Glis3,More than 3 adjacent zinc finger factors,Q6XP49,Integrative,vertebrates,Mus musculus
GRHL2_MOUSE.H11MO.0.A,Grhl2,Grainyhead-related factors,Q8K5C0,ChIP-Seq,vertebrates,Mus musculus
HAND1_MOUSE.H11MO.0.C,Hand1,Tal-related factors,Q64279,ChIP-Seq,vertebrates,Mus musculus
HAND1_MOUSE.H11MO.1.C,Hand1,Tal-related factors,Q64279,ChIP-Seq,vertebrates,Mus musculus
HBP1_MOUSE.H11MO.0.D,Hbp1,SOX-related factors,Q8R316,Integrative,vertebrates,Mus musculus
HEN1_MOUSE.H11MO.0.C,Nhlh1,Tal-related factors,Q02576,Integrative,vertebrates,Mus musculus
HES1_MOUSE.H11MO.0.D,Hes1,Hairy-related factors,P35428,Integrative,vertebrates,Mus musculus
HESX1_MOUSE.H11MO.0.D,Hesx1,Paired-related HD factors,Q61658,Integrative,vertebrates,Mus musculus
HEY2_MOUSE.H11MO.0.D,Hey2,Hairy-related factors,Q9QUS4,Integrative,vertebrates,Mus musculus
HIC1_MOUSE.H11MO.0.C,Hic1,Factors with multiple dispersed zinc fingers,Q9R1Y5,Integrative,vertebrates,Mus musculus
HIF1A_MOUSE.H11MO.0.C,Hif1a,PAS domain factors,Q61221,ChIP-Seq,vertebrates,Mus musculus
HINFP_MOUSE.H11MO.0.C,Hinfp,Factors with multiple dispersed zinc fingers,Q8K1K9,Integrative,vertebrates,Mus musculus
HLF_MOUSE.H11MO.0.C,Hlf,C/EBP-related,Q8BW74,ChIP-Seq,vertebrates,Mus musculus
HLTF_MOUSE.H11MO.0.D,Hltf,,Q6PCN7,Integrative,vertebrates,Mus musculus
HMGA1_MOUSE.H11MO.0.D,Hmga1,HMGA factors,P17095,Integrative,vertebrates,Mus musculus
HMGA2_MOUSE.H11MO.0.D,Hmga2,HMGA factors,P52927,Integrative,vertebrates,Mus musculus
HNF1A_MOUSE.H11MO.0.A,Hnf1a,POU domain factors,P22361,Integrative,vertebrates,Mus musculus
HNF1B_MOUSE.H11MO.0.A,Hnf1b,POU domain factors,P27889,ChIP-Seq,vertebrates,Mus musculus
HNF1B_MOUSE.H11MO.1.A,Hnf1b,POU domain factors,P27889,ChIP-Seq,vertebrates,Mus musculus
HNF4A_MOUSE.H11MO.0.A,Hnf4a,RXR-related receptors (NR2),P49698,ChIP-Seq,vertebrates,Mus musculus
HNF4G_MOUSE.H11MO.0.C,Hnf4g,RXR-related receptors (NR2),Q9WUU6,ChIP-Seq,vertebrates,Mus musculus
HNF6_MOUSE.H11MO.0.A,Onecut1,HD-CUT factors,O08755,ChIP-Seq,vertebrates,Mus musculus
HSF1_MOUSE.H11MO.0.A,Hsf1,HSF factors,P38532,ChIP-Seq,vertebrates,Mus musculus
HSF1_MOUSE.H11MO.1.A,Hsf1,HSF factors,P38532,ChIP-Seq,vertebrates,Mus musculus
HSF2_MOUSE.H11MO.0.A,Hsf2,HSF factors,P38533,Integrative,vertebrates,Mus musculus
HTF4_MOUSE.H11MO.0.A,Tcf12,E2A-related factors,Q61286,ChIP-Seq,vertebrates,Mus musculus
HXA10_MOUSE.H11MO.0.C,Hoxa10,HOX-related factors,P31310,Integrative,vertebrates,Mus musculus
HXA13_MOUSE.H11MO.0.C,Hoxa13,HOX-related factors,Q62424,Integrative,vertebrates,Mus musculus
HXA1_MOUSE.H11MO.0.C,Hoxa1,HOX-related factors,P09022,Integrative,vertebrates,Mus musculus
HXA5_MOUSE.H11MO.0.D,Hoxa5,HOX-related factors,P09021,Integrative,vertebrates,Mus musculus
HXA7_MOUSE.H11MO.0.D,Hoxa7,HOX-related factors,P02830,Integrative,vertebrates,Mus musculus
HXA9_MOUSE.H11MO.0.B,Hoxa9,HOX-related factors,P09631,ChIP-Seq,vertebrates,Mus musculus
HXB1_MOUSE.H11MO.0.D,Hoxb1,HOX-related factors,P17919,Integrative,vertebrates,Mus musculus
HXB4_MOUSE.H11MO.0.A,Hoxb4,HOX-related factors,P10284,ChIP-Seq,vertebrates,Mus musculus
HXB6_MOUSE.H11MO.0.D,Hoxb6,HOX-related factors,P09023,Integrative,vertebrates,Mus musculus
HXB7_MOUSE.H11MO.0.C,Hoxb7,HOX-related factors,P09024,Integrative,vertebrates,Mus musculus
HXB8_MOUSE.H11MO.0.C,Hoxb8,HOX-related factors,P09632,Integrative,vertebrates,Mus musculus
HXC6_MOUSE.H11MO.0.D,Hoxc6,HOX-related factors,P10629,Integrative,vertebrates,Mus musculus
HXC8_MOUSE.H11MO.0.D,Hoxc8,HOX-related factors,P09025,Integrative,vertebrates,Mus musculus
HXC9_MOUSE.H11MO.0.A,Hoxc9,HOX-related factors,P09633,ChIP-Seq,vertebrates,Mus musculus
HXD10_MOUSE.H11MO.0.D,Hoxd10,HOX-related factors,P28359,Integrative,vertebrates,Mus musculus
HXD13_MOUSE.H11MO.0.D,Hoxd13,HOX-related factors,P70217,Integrative,vertebrates,Mus musculus
HXD4_MOUSE.H11MO.0.D,Hoxd4,HOX-related factors,P10628,Integrative,vertebrates,Mus musculus
HXD9_MOUSE.H11MO.0.D,Hoxd9,HOX-related factors,P28357,Integrative,vertebrates,Mus musculus
IKZF1_MOUSE.H11MO.0.C,Ikzf1,Factors with multiple dispersed zinc fingers,Q03267,Integrative,vertebrates,Mus musculus
INSM1_MOUSE.H11MO.0.C,Insm1,Factors with multiple dispersed zinc fingers,Q63ZV0,Integrative,vertebrates,Mus musculus
IRF1_MOUSE.H11MO.0.A,Irf1,Interferon-regulatory factors,P15314,ChIP-Seq,vertebrates,Mus musculus
IRF2_MOUSE.H11MO.0.B,Irf2,Interferon-regulatory factors,P23906,ChIP-Seq,vertebrates,Mus musculus
IRF3_MOUSE.H11MO.0.A,Irf3,Interferon-regulatory factors,P70671,ChIP-Seq,vertebrates,Mus musculus
IRF4_MOUSE.H11MO.0.A,Irf4,Interferon-regulatory factors,Q64287,ChIP-Seq,vertebrates,Mus musculus
IRF5_MOUSE.H11MO.0.D,Irf5,Interferon-regulatory factors,P56477,Integrative,vertebrates,Mus musculus
IRF7_MOUSE.H11MO.0.C,Irf7,Interferon-regulatory factors,P70434,Integrative,vertebrates,Mus musculus
IRF8_MOUSE.H11MO.0.A,Irf8,Interferon-regulatory factors,P23611,ChIP-Seq,vertebrates,Mus musculus
IRF9_MOUSE.H11MO.0.C,Irf9,Interferon-regulatory factors,Q61179,Integrative,vertebrates,Mus musculus
ISL1_MOUSE.H11MO.0.A,Isl1,HD-LIM factors,P61372,ChIP-Seq,vertebrates,Mus musculus
ITF2_MOUSE.H11MO.0.B,Tcf4,E2A-related factors,Q60722,Integrative,vertebrates,Mus musculus
JUNB_MOUSE.H11MO.0.A,Junb,Jun-related factors,P09450,ChIP-Seq,vertebrates,Mus musculus
JUND_MOUSE.H11MO.0.A,Jund,Jun-related factors,P15066,ChIP-Seq,vertebrates,Mus musculus
JUN_MOUSE.H11MO.0.A,Jun,Jun-related factors,P05627,ChIP-Seq,vertebrates,Mus musculus
KAISO_MOUSE.H11MO.0.B,Zbtb33,Other factors with up to three adjacent zinc fingers,Q8BN78,ChIP-Seq,vertebrates,Mus musculus
KAISO_MOUSE.H11MO.1.B,Zbtb33,Other factors with up to three adjacent zinc fingers,Q8BN78,ChIP-Seq,vertebrates,Mus musculus
KAISO_MOUSE.H11MO.2.B,Zbtb33,Other factors with up to three adjacent zinc fingers,Q8BN78,Integrative,vertebrates,Mus musculus
KLF15_MOUSE.H11MO.0.A,Klf15,Three-zinc finger Krüppel-related factors,Q9EPW2,ChIP-Seq,vertebrates,Mus musculus
KLF1_MOUSE.H11MO.0.A,Klf1,Three-zinc finger Krüppel-related factors,P46099,ChIP-Seq,vertebrates,Mus musculus
KLF3_MOUSE.H11MO.0.A,Klf3,Three-zinc finger Krüppel-related factors,Q60980,ChIP-Seq,vertebrates,Mus musculus
KLF4_MOUSE.H11MO.0.A,Klf4,Three-zinc finger Krüppel-related factors,Q60793,ChIP-Seq,vertebrates,Mus musculus
KLF5_MOUSE.H11MO.0.A,Klf5,Three-zinc finger Krüppel-related factors,Q9Z0Z7,ChIP-Seq,vertebrates,Mus musculus
KLF6_MOUSE.H11MO.0.B,Klf6,Three-zinc finger Krüppel-related factors,O08584,ChIP-Seq,vertebrates,Mus musculus
KLF8_MOUSE.H11MO.0.C,Klf8,Three-zinc finger Krüppel-related factors,Q8BLM0,Integrative,vertebrates,Mus musculus
LEF1_MOUSE.H11MO.0.B,Lef1,TCF-7-related factors,P27782,ChIP-Seq,vertebrates,Mus musculus
LHX2_MOUSE.H11MO.0.A,Lhx2,HD-LIM factors,Q9Z0S2,ChIP-Seq,vertebrates,Mus musculus
LHX3_MOUSE.H11MO.0.C,Lhx3,HD-LIM factors,P50481,ChIP-Seq,vertebrates,Mus musculus
LHX6_MOUSE.H11MO.0.C,Lhx6,HD-LIM factors,Q9R1R0,ChIP-Seq,vertebrates,Mus musculus
LYL1_MOUSE.H11MO.0.A,Lyl1,Tal-related factors,P27792,ChIP-Seq,vertebrates,Mus musculus
MAFA_MOUSE.H11MO.0.D,Mafa,Maf-related factors,Q8CF90,ChIP-Seq,vertebrates,Mus musculus
MAFB_MOUSE.H11MO.0.B,Mafb,Maf-related factors,P54841,ChIP-Seq,vertebrates,Mus musculus
MAFF_MOUSE.H11MO.0.A,Maff,Maf-related factors,O54791,ChIP-Seq,vertebrates,Mus musculus
MAFF_MOUSE.H11MO.1.A,Maff,Maf-related factors,O54791,ChIP-Seq,vertebrates,Mus musculus
MAFG_MOUSE.H11MO.0.A,Mafg,Maf-related factors,O54790,ChIP-Seq,vertebrates,Mus musculus
MAFG_MOUSE.H11MO.1.A,Mafg,Maf-related factors,O54790,ChIP-Seq,vertebrates,Mus musculus
MAFK_MOUSE.H11MO.0.A,Mafk,Maf-related factors,Q61827,ChIP-Seq,vertebrates,Mus musculus
MAFK_MOUSE.H11MO.1.A,Mafk,Maf-related factors,Q61827,ChIP-Seq,vertebrates,Mus musculus
MAF_MOUSE.H11MO.0.A,Maf,Maf-related factors,P54843,ChIP-Seq,vertebrates,Mus musculus
MAF_MOUSE.H11MO.1.A,Maf,Maf-related factors,P54843,ChIP-Seq,vertebrates,Mus musculus
MAX_MOUSE.H11MO.0.A,Max,bHLH-ZIP factors,P28574,ChIP-Seq,vertebrates,Mus musculus
MAZ_MOUSE.H11MO.0.A,Maz,Factors with multiple dispersed zinc fingers,P56671,ChIP-Seq,vertebrates,Mus musculus
MAZ_MOUSE.H11MO.1.A,Maz,Factors with multiple dispersed zinc fingers,P56671,ChIP-Seq,vertebrates,Mus musculus
MBD2_MOUSE.H11MO.0.B,Mbd2,,Q9Z2E1,Integrative,vertebrates,Mus musculus
MCR_MOUSE.H11MO.0.D,Nr3c2,Steroid hormone receptors (NR3),Q8VII8,Integrative,vertebrates,Mus musculus
MECP2_MOUSE.H11MO.0.C,Mecp2,,Q9Z2D6,Integrative,vertebrates,Mus musculus
MEF2A_MOUSE.H11MO.0.A,Mef2a,Regulators of differentiation,Q60929,ChIP-Seq,vertebrates,Mus musculus
MEF2C_MOUSE.H11MO.0.A,Mef2c,Regulators of differentiation,Q8CFN5,ChIP-Seq,vertebrates,Mus musculus
MEF2D_MOUSE.H11MO.0.A,Mef2d,Regulators of differentiation,Q63943,ChIP-Seq,vertebrates,Mus musculus
MEIS1_MOUSE.H11MO.0.A,Meis1,TALE-type homeo domain factors,Q60954,ChIP-Seq,vertebrates,Mus musculus
MEIS1_MOUSE.H11MO.1.A,Meis1,TALE-type homeo domain factors,Q60954,ChIP-Seq,vertebrates,Mus musculus
MEIS2_MOUSE.H11MO.0.B,Meis2,TALE-type homeo domain factors,P97367,Integrative,vertebrates,Mus musculus
MITF_MOUSE.H11MO.0.A,Mitf,bHLH-ZIP factors,Q08874,ChIP-Seq,vertebrates,Mus musculus
MLXPL_MOUSE.H11MO.0.D,Mlxipl,bHLH-ZIP factors,Q99MZ3,Integrative,vertebrates,Mus musculus
MSGN1_MOUSE.H11MO.0.C,Msgn1,Tal-related factors,Q9JK54,ChIP-Seq,vertebrates,Mus musculus
MSX2_MOUSE.H11MO.0.D,Msx2,NK-related factors,Q03358,Integrative,vertebrates,Mus musculus
MSX3_MOUSE.H11MO.0.D,Msx3,,P70354,HT-SELEX,vertebrates,Mus musculus
MTF1_MOUSE.H11MO.0.C,Mtf1,More than 3 adjacent zinc finger factors,Q07243,Integrative,vertebrates,Mus musculus
MXI1_MOUSE.H11MO.0.A,Mxi1,bHLH-ZIP factors,P50540,ChIP-Seq,vertebrates,Mus musculus
MXI1_MOUSE.H11MO.1.A,Mxi1,bHLH-ZIP factors,P50540,ChIP-Seq,vertebrates,Mus musculus
MYBA_MOUSE.H11MO.0.C,Mybl1,Myb/SANT domain factors,P51960,ChIP-Seq,vertebrates,Mus musculus
MYBB_MOUSE.H11MO.0.D,Mybl2,Myb/SANT domain factors,P48972,Integrative,vertebrates,Mus musculus
MYB_MOUSE.H11MO.0.A,Myb,Myb/SANT domain factors,P06876,ChIP-Seq,vertebrates,Mus musculus
MYCN_MOUSE.H11MO.0.A,Mycn,bHLH-ZIP factors,P03966,ChIP-Seq,vertebrates,Mus musculus
MYC_MOUSE.H11MO.0.A,Myc,bHLH-ZIP factors,P01108,ChIP-Seq,vertebrates,Mus musculus
MYF5_MOUSE.H11MO.0.D,Myf5,MyoD / ASC-related factors,P24699,ChIP-Seq,vertebrates,Mus musculus
MYF6_MOUSE.H11MO.0.C,Myf6,MyoD / ASC-related factors,P15375,Integrative,vertebrates,Mus musculus
MYOD1_MOUSE.H11MO.0.A,Myod1,MyoD / ASC-related factors,P10085,ChIP-Seq,vertebrates,Mus musculus
MYOD1_MOUSE.H11MO.1.A,Myod1,MyoD / ASC-related factors,P10085,ChIP-Seq,vertebrates,Mus musculus
MYOG_MOUSE.H11MO.0.A,Myog,MyoD / ASC-related factors,P12979,ChIP-Seq,vertebrates,Mus musculus
NANOG_MOUSE.H11MO.0.A,Nanog,NK-related factors,Q80Z64,ChIP-Seq,vertebrates,Mus musculus
NANOG_MOUSE.H11MO.1.A,Nanog,NK-related factors,Q80Z64,ChIP-Seq,vertebrates,Mus musculus
NDF1_MOUSE.H11MO.0.A,Neurod1,Tal-related factors,Q60867,ChIP-Seq,vertebrates,Mus musculus
NDF2_MOUSE.H11MO.0.A,Neurod2,Tal-related factors,Q62414,ChIP-Seq,vertebrates,Mus musculus
NF2L1_MOUSE.H11MO.0.C,Nfe2l1,Jun-related factors,Q61985,Integrative,vertebrates,Mus musculus
NF2L2_MOUSE.H11MO.0.A,Nfe2l2,Jun-related factors,Q60795,ChIP-Seq,vertebrates,Mus musculus
NFAC1_MOUSE.H11MO.0.A,Nfatc1,NFAT-related factors,O88942,ChIP-Seq,vertebrates,Mus musculus
NFAC1_MOUSE.H11MO.1.A,Nfatc1,NFAT-related factors,O88942,ChIP-Seq,vertebrates,Mus musculus
NFAC2_MOUSE.H11MO.0.C,Nfatc2,NFAT-related factors,Q60591,Integrative,vertebrates,Mus musculus
NFAC2_MOUSE.H11MO.1.C,Nfatc2,NFAT-related factors,Q60591,ChIP-Seq,vertebrates,Mus musculus
NFAC3_MOUSE.H11MO.0.B,Nfatc3,NFAT-related factors,P97305,Integrative,vertebrates,Mus musculus
NFAC4_MOUSE.H11MO.0.C,Nfatc4,NFAT-related factors,Q8K120,Integrative,vertebrates,Mus musculus
NFAT5_MOUSE.H11MO.0.D,Nfat5,NFAT-related factors,Q9WV30,Integrative,vertebrates,Mus musculus
NFE2_MOUSE.H11MO.0.A,Nfe2,Jun-related factors,Q07279,ChIP-Seq,vertebrates,Mus musculus
NFIA_MOUSE.H11MO.0.C,Nfia,Nuclear factor 1,Q02780,Integrative,vertebrates,Mus musculus
NFIA_MOUSE.H11MO.1.D,Nfia,Nuclear factor 1,Q02780,Integrative,vertebrates,Mus musculus
NFIB_MOUSE.H11MO.0.C,Nfib,Nuclear factor 1,P97863,ChIP-Seq,vertebrates,Mus musculus
NFIC_MOUSE.H11MO.0.A,Nfic,Nuclear factor 1,P70255,ChIP-Seq,vertebrates,Mus musculus
NFIC_MOUSE.H11MO.1.A,Nfic,Nuclear factor 1,P70255,ChIP-Seq,vertebrates,Mus musculus
NFIL3_MOUSE.H11MO.0.C,Nfil3,C/EBP-related,O08750,ChIP-Seq,vertebrates,Mus musculus
NFKB1_MOUSE.H11MO.0.A,Nfkb1,NF-kappaB-related factors,P25799,ChIP-Seq,vertebrates,Mus musculus
NFKB2_MOUSE.H11MO.0.C,Nfkb2,NF-kappaB-related factors,Q9WTK5,ChIP-Seq,vertebrates,Mus musculus
NFYA_MOUSE.H11MO.0.A,Nfya,Heteromeric CCAAT-binding factors,P23708,ChIP-Seq,vertebrates,Mus musculus
NFYB_MOUSE.H11MO.0.A,Nfyb,Heteromeric CCAAT-binding factors,P63139,Integrative,vertebrates,Mus musculus
NFYC_MOUSE.H11MO.0.B,Nfyc,Heteromeric CCAAT-binding factors,P70353,ChIP-Seq,vertebrates,Mus musculus
NGN2_MOUSE.H11MO.0.C,Neurog2,Tal-related factors,P70447,ChIP-Seq,vertebrates,Mus musculus
NKX21_MOUSE.H11MO.0.A,Nkx2-1,NK-related factors,P50220,ChIP-Seq,vertebrates,Mus musculus
NKX22_MOUSE.H11MO.0.A,Nkx2-2,NK-related factors,P42586,ChIP-Seq,vertebrates,Mus musculus
NKX25_MOUSE.H11MO.0.A,Nkx2-5,NK-related factors,P42582,ChIP-Seq,vertebrates,Mus musculus
NKX28_MOUSE.H11MO.0.C,Nkx2-8,NK-related factors,O70584,Integrative,vertebrates,Mus musculus
NKX31_MOUSE.H11MO.0.C,Nkx3-1,NK-related factors,P97436,ChIP-Seq,vertebrates,Mus musculus
NKX32_MOUSE.H11MO.0.B,Nkx3-2,NK-related factors,P97503,ChIP-Seq,vertebrates,Mus musculus
NKX61_MOUSE.H11MO.0.A,Nkx6-1,NK-related factors,Q99MA9,ChIP-Seq,vertebrates,Mus musculus
NKX61_MOUSE.H11MO.1.A,Nkx6-1,NK-related factors,Q99MA9,ChIP-Seq,vertebrates,Mus musculus
NOBOX_MOUSE.H11MO.0.C,Nobox,,Q8VIH1,Integrative,vertebrates,Mus musculus
NR0B1_MOUSE.H11MO.0.D,Nr0b1,DAX-related receptors (NR0),Q61066,Integrative,vertebrates,Mus musculus
NR1D1_MOUSE.H11MO.0.A,Nr1d1,Thyroid hormone receptor-related factors (NR1),Q3UV55,ChIP-Seq,vertebrates,Mus musculus
NR1D1_MOUSE.H11MO.1.C,Nr1d1,Thyroid hormone receptor-related factors (NR1),Q3UV55,Integrative,vertebrates,Mus musculus
NR1D2_MOUSE.H11MO.0.A,Nr1d2,Thyroid hormone receptor-related factors (NR1),Q60674,ChIP-Seq,vertebrates,Mus musculus
NR1H2_MOUSE.H11MO.0.D,Nr1h2,Thyroid hormone receptor-related factors (NR1),Q60644,Integrative,vertebrates,Mus musculus
NR1H3_MOUSE.H11MO.0.A,Nr1h3,Thyroid hormone receptor-related factors (NR1),Q9Z0Y9,ChIP-Seq,vertebrates,Mus musculus
NR1H3_MOUSE.H11MO.1.A,Nr1h3,Thyroid hormone receptor-related factors (NR1),Q9Z0Y9,ChIP-Seq,vertebrates,Mus musculus
NR1H3_MOUSE.H11MO.2.A,Nr1h3,Thyroid hormone receptor-related factors (NR1),Q9Z0Y9,ChIP-Seq,vertebrates,Mus musculus
NR1H4_MOUSE.H11MO.0.A,Nr1h4,Thyroid hormone receptor-related factors (NR1),Q60641,ChIP-Seq,vertebrates,Mus musculus
NR1H4_MOUSE.H11MO.1.A,Nr1h4,Thyroid hormone receptor-related factors (NR1),Q60641,ChIP-Seq,vertebrates,Mus musculus
NR1I2_MOUSE.H11MO.0.C,Nr1i2,Thyroid hormone receptor-related factors (NR1),O54915,Integrative,vertebrates,Mus musculus
NR1I2_MOUSE.H11MO.1.D,Nr1i2,Thyroid hormone receptor-related factors (NR1),O54915,Integrative,vertebrates,Mus musculus
NR1I3_MOUSE.H11MO.0.C,Nr1i3,Thyroid hormone receptor-related factors (NR1),O35627,Integrative,vertebrates,Mus musculus
NR1I3_MOUSE.H11MO.1.D,Nr1i3,Thyroid hormone receptor-related factors (NR1),O35627,Integrative,vertebrates,Mus musculus
NR2C1_MOUSE.H11MO.0.C,Nr2c1,RXR-related receptors (NR2),Q505F1,Integrative,vertebrates,Mus musculus
NR2C2_MOUSE.H11MO.0.A,Nr2c2,RXR-related receptors (NR2),P49117,Integrative,vertebrates,Mus musculus
NR2E3_MOUSE.H11MO.0.C,Nr2e3,RXR-related receptors (NR2),Q9QXZ7,Integrative,vertebrates,Mus musculus
NR2F6_MOUSE.H11MO.0.D,Nr2f6,RXR-related receptors (NR2),P43136,Integrative,vertebrates,Mus musculus
NR4A1_MOUSE.H11MO.0.B,Nr4a1,NGFI-B-related receptors (NR4),P12813,ChIP-Seq,vertebrates,Mus musculus
NR4A2_MOUSE.H11MO.0.C,Nr4a2,NGFI-B-related receptors (NR4),Q06219,Integrative,vertebrates,Mus musculus
NR4A3_MOUSE.H11MO.0.D,Nr4a3,NGFI-B-related receptors (NR4),Q9QZB6,Integrative,vertebrates,Mus musculus
